film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
72,BILL OTHERS,A Stunning Saga of a Mad Scientist And a Forensic Psychologist who must Challenge a Squirrel in A MySQL Convention,2006,1,,6,2.99,93,12.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'bill':1 'challeng':16 'convent':22 'forens':12 'mad':8 'must':15 'mysql':21 'other':2 'psychologist':13 'saga':5 'scientist':9 'squirrel':18 'stun':4
73,BINGO TALENTED,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,1,,5,2.99,150,22.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'bingo':1 'crocodil':11 'discov':14 'girl':8 'must':13 'nigeria':18 'tale':5 'talent':2 'touch':4 'waitress':16
74,BIRCH ANTITRUST,A Fanciful Panorama of a Husband And a Pioneer who must Outgun a Dog in A Baloon,2006,1,,4,4.99,162,18.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'antitrust':2 'baloon':19 'birch':1 'dog':16 'fanci':4 'husband':8 'must':13 'outgun':14 'panorama':5 'pioneer':11
75,BIRD INDEPENDENCE,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,2006,1,,6,4.99,163,14.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'bird':1 'canadian':19 'car':8 'documentari':5 'hunter':16 'independ':2 'must':13 'rocki':20 'sink':14 'student':11 'thrill':4
76,BIRDCAGE CASPER,A Fast-Paced Saga of a Frisbee And a Astronaut who must Overcome a Feminist in Ancient India,2006,1,,4,0.99,103,23.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'ancient':20 'astronaut':13 'birdcag':1 'casper':2 'fast':5 'fast-pac':4 'feminist':18 'frisbe':10 'india':21 'must':15 'overcom':16 'pace':6 'saga':7
77,BIRDS PERDITION,A Boring Story of a Womanizer And a Pioneer who must Face a Dog in California,2006,1,,5,4.99,61,15.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'bird':1 'bore':4 'california':18 'dog':16 'face':14 'must':13 'perdit':2 'pioneer':11 'stori':5 'woman':8
78,BLACKOUT PRIVATE,A Intrepid Yarn of a Pastry Chef And a Mad Scientist who must Challenge a Secret Agent in Ancient Japan,2006,1,,7,2.99,85,12.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'agent':19 'ancient':21 'blackout':1 'challeng':16 'chef':9 'intrepid':4 'japan':22 'mad':12 'must':15 'pastri':8 'privat':2 'scientist':13 'secret':18 'yarn':5
79,BLADE POLISH,A Thoughtful Character Study of a Frisbee And a Pastry Chef who must Fight a Dentist in The First Manned Space Station,2006,1,,5,0.99,114,10.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'blade':1 'charact':5 'chef':13 'dentist':18 'fight':16 'first':21 'frisbe':9 'man':22 'must':15 'pastri':12 'polish':2 'space':23 'station':24 'studi':6 'thought':4
80,BLANKET BEVERLY,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,2006,1,,7,2.99,148,21.99,G,2007-09-10 17:46:03.905795,{Trailers},'bever':2 'blanket':1 'boat':16 'build':14 'documentari':5 'emot':4 'girl':11 'must':13 'nigeria':18 'student':8
81,BLINDNESS GUN,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,2006,1,,6,4.99,103,29.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'blind':1 'boat':20 'dentist':11 'drama':5 'gun':2 'hunter':16 'jet':19 'meet':14 'must':13 'robot':8 'touch':4
82,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,1,,3,0.99,71,13.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'argonaut':2 'blood':1 'bore':4 'drama':5 'explor':8 'kill':14 'lumberjack':16 'man':11 'manhattan':19 'must':13 'penthous':20
83,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,2006,1,,5,2.99,50,18.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'blue':1 'boat':8 'compos':11 'documentari':5 'forens':16 'fun':21 'hous':22 'insight':4 'instinct':2 'meet':14 'must':13 'psychologist':17
84,BOILED DARES,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,2006,1,,7,4.99,102,13.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'ancient':20 'awe':5 'awe-inspir':4 'boil':1 'dare':2 'dentist':18 'discov':16 'dog':13 'inspir':6 'japan':21 'must':15 'stori':7 'waitress':10
85,BONNIE HOLOCAUST,A Fast-Paced Story of a Crocodile And a Robot who must Find a Moose in Ancient Japan,2006,1,,4,0.99,63,29.99,G,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'ancient':20 'bonni':1 'crocodil':10 'fast':5 'fast-pac':4 'find':16 'holocaust':2 'japan':21 'moos':18 'must':15 'pace':6 'robot':13 'stori':7
86,BOOGIE AMELIE,A Lacklusture Character Study of a Husband And a Sumo Wrestler who must Succumb a Technical Writer in The Gulf of Mexico,2006,1,,6,4.99,121,11.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'ameli':2 'boogi':1 'charact':5 'gulf':22 'husband':9 'lacklustur':4 'mexico':24 'must':15 'studi':6 'succumb':16 'sumo':12 'technic':18 'wrestler':13 'writer':19
87,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'ballroom':2 'boondock':1 'boy':11 'crocodil':8 'defeat':14 'fate':4 'gulf':19 'mexico':21 'monkey':16 'must':13 'panorama':5
88,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'born':1 'epistl':5 'frisbe':8 'husband':11 'must':13 'nigeria':18 'pursu':14 'spinal':2 'student':16 'touch':4
89,BORROWERS BEDAZZLED,A Brilliant Epistle of a Teacher And a Sumo Wrestler who must Defeat a Man in An Abandoned Fun House,2006,1,,7,0.99,63,22.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':20 'bedazzl':2 'borrow':1 'brilliant':4 'defeat':15 'epistl':5 'fun':21 'hous':22 'man':17 'must':14 'sumo':11 'teacher':8 'wrestler':12
90,BOULEVARD MOB,A Fateful Epistle of a Moose And a Monkey who must Confront a Lumberjack in Ancient China,2006,1,,3,0.99,63,11.99,R,2007-09-10 17:46:03.905795,{Trailers},'ancient':18 'boulevard':1 'china':19 'confront':14 'epistl':5 'fate':4 'lumberjack':16 'mob':2 'monkey':11 'moos':8 'must':13
91,BOUND CHEAPER,A Thrilling Panorama of a Database Administrator And a Astronaut who must Challenge a Lumberjack in A Baloon,2006,1,,5,0.99,98,17.99,PG,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'administr':9 'astronaut':12 'baloon':20 'bound':1 'challeng':15 'cheaper':2 'databas':8 'lumberjack':17 'must':14 'panorama':5 'thrill':4
92,BOWFINGER GABLES,A Fast-Paced Yarn of a Waitress And a Composer who must Outgun a Dentist in California,2006,1,,7,4.99,72,19.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'bowfing':1 'california':20 'compos':13 'dentist':18 'fast':5 'fast-pac':4 'gabl':2 'must':15 'outgun':16 'pace':6 'waitress':10 'yarn':7
93,BRANNIGAN SUNRISE,A Amazing Epistle of a Moose And a Crocodile who must Outrace a Dog in Berlin,2006,1,,4,4.99,121,27.99,PG,2007-09-10 17:46:03.905795,{Trailers},'amaz':4 'berlin':18 'brannigan':1 'crocodil':11 'dog':16 'epistl':5 'moos':8 'must':13 'outrac':14 'sunris':2
94,BRAVEHEART HUMAN,A Insightful Story of a Dog And a Pastry Chef who must Battle a Girl in Berlin,2006,1,,7,2.99,176,14.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'battl':15 'berlin':19 'braveheart':1 'chef':12 'dog':8 'girl':17 'human':2 'insight':4 'must':14 'pastri':11 'stori':5
95,BREAKFAST GOLDFINGER,A Beautiful Reflection of a Student And a Student who must Fight a Moose in Berlin,2006,1,,5,4.99,123,18.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}","'beauti':4 'berlin':18 'breakfast':1 'fight':14 'goldfing':2 'moos':16 'must':13 'reflect':5 'student':8,11"
96,BREAKING HOME,A Beautiful Display of a Secret Agent And a Monkey who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,2006,1,,4,2.99,169,21.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries}",'abandon':21 'agent':9 'battl':15 'beauti':4 'break':1 'display':5 'home':2 'mine':22 'monkey':12 'must':14 'secret':8 'shaft':23 'sumo':17 'wrestler':18
97,BRIDE INTRIGUE,An Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,2006,1,,7,0.99,56,24.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'bride':1 'epic':4 'intrigu':2 'man':16 'monkey':11 'must':13 'new':18 'orlean':19 'robot':8 'tale':5 'vanquish':14
98,BRIGHT ENCOUNTERS,A Fateful Yarn of a Lumberjack And a Feminist who must Conquer a Student in A Jet Boat,2006,1,,4,4.99,73,12.99,PG-13,2007-09-10 17:46:03.905795,{Trailers},'boat':20 'bright':1 'conquer':14 'encount':2 'fate':4 'feminist':11 'jet':19 'lumberjack':8 'must':13 'student':16 'yarn':5
99,BRINGING HYSTERICAL,A Fateful Saga of a A Shark And a Technical Writer who must Find a Woman in A Jet Boat,2006,1,,7,2.99,136,14.99,PG,2007-09-10 17:46:03.905795,{Trailers},'boat':22 'bring':1 'fate':4 'find':16 'hyster':2 'jet':21 'must':15 'saga':5 'shark':9 'technic':12 'woman':18 'writer':13
100,BROOKLYN DESERT,A Beautiful Drama of a Dentist And a Composer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,1,,7,4.99,161,21.99,R,2007-09-10 17:46:03.905795,{Commentaries},'battl':14 'beauti':4 'brooklyn':1 'compos':11 'dentist':8 'desert':2 'drama':5 'first':20 'man':21 'must':13 'space':22 'station':23 'sumo':16 'wrestler':17
101,BROTHERHOOD BLANKET,A Fateful Character Study of a Butler And a Technical Writer who must Sink a Astronaut in Ancient Japan,2006,1,,3,0.99,73,26.99,R,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'ancient':20 'astronaut':18 'blanket':2 'brotherhood':1 'butler':9 'charact':5 'fate':4 'japan':21 'must':15 'sink':16 'studi':6 'technic':12 'writer':13
102,BUBBLE GROSSE,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,2006,1,,4,4.99,60,20.99,R,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'baloon':21 'bubbl':1 'confront':16 'crocodil':10 'girl':18 'gross':2 'inspir':6 'moos':13 'must':15 'panorama':7
103,BUCKET BROTHERHOOD,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,2006,1,,7,4.99,133,27.99,PG,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'amaz':4 'baloon':19 'brotherhood':2 'bucket':1 'display':5 'factori':20 'girl':8 'lumberjack':16 'must':13 'succumb':14 'woman':11
104,BUGSY SONG,A Awe-Inspiring Character Study of a Secret Agent And a Boat who must Find a Squirrel in The First Manned Space Station,2006,1,,4,2.99,119,17.99,G,2007-09-10 17:46:03.905795,{Commentaries},'agent':12 'awe':5 'awe-inspir':4 'boat':15 'bugsi':1 'charact':7 'find':18 'first':23 'inspir':6 'man':24 'must':17 'secret':11 'song':2 'space':25 'squirrel':20 'station':26 'studi':8
105,BULL SHAWSHANK,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,2006,1,,6,0.99,125,21.99,NC-17,2007-09-10 17:46:03.905795,"{""Deleted Scenes""}",'bull':1 'canadian':19 'conquer':14 'drama':5 'fanci':4 'moos':8 'must':13 'pioneer':16 'rocki':20 'shawshank':2 'squirrel':11
106,BULWORTH COMMANDMENTS,A Amazing Display of a Mad Cow And a Pioneer who must Redeem a Sumo Wrestler in The Outback,2006,1,,4,2.99,61,14.99,G,2007-09-10 17:46:03.905795,{Trailers},'amaz':4 'bulworth':1 'command':2 'cow':9 'display':5 'mad':8 'must':14 'outback':21 'pioneer':12 'redeem':15 'sumo':17 'wrestler':18
107,BUNCH MINDS,A Emotional Story of a Feminist And a Feminist who must Escape a Pastry Chef in A MySQL Convention,2006,1,,4,2.99,63,13.99,G,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}","'bunch':1 'chef':17 'convent':21 'emot':4 'escap':14 'feminist':8,11 'mind':2 'must':13 'mysql':20 'pastri':16 'stori':5"
108,BUTCH PANTHER,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,2006,1,,6,0.99,67,19.99,PG-13,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'administr':12 'butch':1 'databas':11 'face':15 'feminist':8 'hunter':17 'lacklustur':4 'must':14 'new':19 'orlean':20 'panther':2 'yarn':5
109,BUTTERFLY CHOCOLAT,A Fateful Story of a Girl And a Composer who must Conquer a Husband in A Shark Tank,2006,1,,3,0.99,89,17.99,G,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'butterfli':1 'chocolat':2 'compos':11 'conquer':14 'fate':4 'girl':8 'husband':16 'must':13 'shark':19 'stori':5 'tank':20
110,CABIN FLASH,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,2006,1,,4,0.99,53,25.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'baloon':20 'boat':8 'cabin':1 'challeng':14 'epistl':5 'factori':21 'flash':2 'man':11 'must':13 'shark':17 'stun':4
111,CADDYSHACK JEDI,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,2006,1,,3,0.99,52,17.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'awe':5 'awe-inspir':4 'caddyshack':1 'epistl':7 'fight':16 'georgia':21 'inspir':6 'jedi':2 'madman':13 'must':15 'robot':18 'soviet':20 'woman':10
112,CALENDAR GUNFIGHT,A Thrilling Drama of a Frisbee And a Lumberjack who must Sink a Man in Nigeria,2006,1,,4,4.99,120,22.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'calendar':1 'drama':5 'frisbe':8 'gunfight':2 'lumberjack':11 'man':16 'must':13 'nigeria':18 'sink':14 'thrill':4
113,CALIFORNIA BIRDS,A Thrilling Yarn of a Database Administrator And a Robot who must Battle a Database Administrator in Ancient India,2006,1,,4,4.99,75,19.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}","'administr':9,18 'ancient':20 'battl':15 'bird':2 'california':1 'databas':8,17 'india':21 'must':14 'robot':12 'thrill':4 'yarn':5"
114,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,2006,1,,3,0.99,61,26.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'battl':15 'camelot':1 'charact':5 'chef':18 'convent':22 'must':14 'mysql':21 'pastri':17 'studi':6 'touch':4 'vacat':2 'waitress':12 'woman':9
115,CAMPUS REMEMBER,A Astounding Drama of a Crocodile And a Mad Cow who must Build a Robot in A Jet Boat,2006,1,,5,2.99,167,27.99,R,2007-09-10 17:46:03.905795,"{""Behind the Scenes""}",'astound':4 'boat':21 'build':15 'campus':1 'cow':12 'crocodil':8 'drama':5 'jet':20 'mad':11 'must':14 'rememb':2 'robot':17
116,CANDIDATE PERDITION,A Brilliant Epistle of a Composer And a Database Administrator who must Vanquish a Mad Scientist in The First Manned Space Station,2006,1,,4,2.99,70,10.99,R,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'administr':12 'brilliant':4 'candid':1 'compos':8 'databas':11 'epistl':5 'first':21 'mad':17 'man':22 'must':14 'perdit':2 'scientist':18 'space':23 'station':24 'vanquish':15
117,CANDLES GRAPES,A Fanciful Character Study of a Monkey And a Explorer who must Build a Astronaut in An Abandoned Fun House,2006,1,,6,4.99,135,15.99,NC-17,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'abandon':20 'astronaut':17 'build':15 'candl':1 'charact':5 'explor':12 'fanci':4 'fun':21 'grape':2 'hous':22 'monkey':9 'must':14 'studi':6
118,CANYON STOCK,A Thoughtful Reflection of a Waitress And a Feminist who must Escape a Squirrel in A Manhattan Penthouse,2006,1,,7,0.99,85,26.99,R,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes""}",'canyon':1 'escap':14 'feminist':11 'manhattan':19 'must':13 'penthous':20 'reflect':5 'squirrel':16 'stock':2 'thought':4 'waitress':8
119,CAPER MOTIONS,A Fateful Saga of a Moose And a Car who must Pursue a Woman in A MySQL Convention,2006,1,,6,0.99,176,22.99,G,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Deleted Scenes""}",'caper':1 'car':11 'convent':20 'fate':4 'moos':8 'motion':2 'must':13 'mysql':19 'pursu':14 'saga':5 'woman':16
120,CARIBBEAN LIBERTY,A Fanciful Tale of a Pioneer And a Technical Writer who must Outgun a Pioneer in A Shark Tank,2006,1,,3,4.99,92,16.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}","'caribbean':1 'fanci':4 'liberti':2 'must':14 'outgun':15 'pioneer':8,17 'shark':20 'tale':5 'tank':21 'technic':11 'writer':12"
121,CAROL TEXAS,A Astounding Character Study of a Composer And a Student who must Overcome a Composer in A Monastery,2006,1,,4,2.99,151,15.99,PG,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}","'astound':4 'carol':1 'charact':5 'compos':9,17 'monasteri':20 'must':14 'overcom':15 'student':12 'studi':6 'texa':2"
122,CARRIE BUNCH,A Amazing Epistle of a Student And a Astronaut who must Discover a Frisbee in The Canadian Rockies,2006,1,,7,0.99,114,11.99,PG,2007-09-10 17:46:03.905795,"{Trailers,Commentaries,""Behind the Scenes""}",'amaz':4 'astronaut':11 'bunch':2 'canadian':19 'carri':1 'discov':14 'epistl':5 'frisbe':16 'must':13 'rocki':20 'student':8
123,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,1,,6,4.99,85,22.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'agent':18 'amaz':4 'casablanca':1 'crocodil':8 'first':21 'forens':11 'man':22 'must':14 'panorama':5 'psychologist':12 'pursu':15 'secret':17 'space':23 'station':24 'super':2
124,CASPER DRAGONFLY,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,2006,1,,3,4.99,163,16.99,PG-13,2007-09-10 17:46:03.905795,{Trailers},'boat':8 'casper':1 'chase':14 'crocodil':11 'desert':20 'documentari':5 'dragonfli':2 'intrepid':4 'must':13 'robot':16 'sahara':19
125,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,2006,1,,5,2.99,61,19.99,NC-17,2007-09-10 17:46:03.905795,"{Commentaries,""Behind the Scenes""}",'agent':17 'cassidi':1 'drama':5 'frisbe':8 'hunter':11 'intrepid':4 'kill':14 'must':13 'new':19 'orlean':20 'secret':16 'wyom':2
126,CASUALTIES ENCINO,A Insightful Yarn of a A Shark And a Pastry Chef who must Face a Boy in A Monastery,2006,1,,3,4.99,179,16.99,G,2007-09-10 17:46:03.905795,{Trailers},'boy':18 'casualti':1 'chef':13 'encino':2 'face':16 'insight':4 'monasteri':21 'must':15 'pastri':12 'shark':9 'yarn':5
127,CAT CONEHEADS,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,2006,1,,5,4.99,112,14.99,G,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes""}",'ancient':21 'boy':19 'cat':1 'conehead':2 'confront':17 'fast':5 'fast-pac':4 'girl':10 'india':22 'must':16 'pace':6 'panorama':7 'shark':14
128,CATCH AMISTAD,A Boring Reflection of a Lumberjack And a Feminist who must Discover a Woman in Nigeria,2006,1,,7,0.99,183,10.99,G,2007-09-10 17:46:03.905795,"{Trailers,""Behind the Scenes""}",'amistad':2 'bore':4 'catch':1 'discov':14 'feminist':11 'lumberjack':8 'must':13 'nigeria':18 'reflect':5 'woman':16
129,CAUSE DATE,A Taut Tale of a Explorer And a Pastry Chef who must Conquer a Hunter in A MySQL Convention,2006,1,,3,2.99,179,16.99,R,2007-09-10 17:46:03.905795,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'caus':1 'chef':12 'conquer':15 'convent':21 'date':2 'explor':8 'hunter':17 'must':14 'mysql':20 'pastri':11 'tale':5 'taut':4
130,CELEBRITY HORN,A Amazing Documentary of a Secret Agent And a Astronaut who must Vanquish a Hunter in A Shark Tank,2006,1,,7,0.99,110,24.99,PG-13,2007-09-10 17:46:03.905795,"{""Deleted Scenes"",""Behind the Scenes""}",'agent':9 'amaz':4 'astronaut':12 'celebr':1 'documentari':5 'horn':2 'hunter':17 'must':14 'secret':8 'shark':20 'tank':21 'vanquish':15
